,incident_number,year,recovery_date,ucr_category,firearm_category,firearm_subcategory,firearm_manufacturer,firearm_model,firearm_caliber,address_geocode_type,block_address,street_address,city,state,zipcode,longitude,latitude,person_recovered_from_race,person_recovered_from_sex,person_recovered_from_age,confidence
15803,80-13-039458,2013,2013-05-31,Robbery,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_X,9MM,BLOCK,6800 Block Barbrook Rd,6800_Barbrook_Rd,Louisville,KY,40258,-85.879692,38.140963,Black,M,,1.0
15804,80-13-042974,2013,2013-06-12,Narcotics,Pistol,Semi-Automatic,Taurus_International,Model_Pt945,45C,,Dixie Hwy At I265,,Louisville,KY,40272,,,,F,37.0,
15805,80-13-042966,2013,2013-06-12,Wpns_Law_Violation,Pistol,Semi-Automatic,,,9MM,,E Broadway / S Floyd St,,Louisville,KY,40202,,,Black,M,25.0,
15806,80-13-043074,2013,2013-06-12,Wpns_Law_Violation,Pistol,Semi-Automatic,Cobra_Enterprises_Inc,,380C,,Ridgecrest Rd / Rural Way,,Louisville,KY,40218,,,White,F,34.0,
15807,80-13-043074,2013,2013-06-12,Wpns_Law_Violation,Pistol,Revolver,Taurus_International,,410G,,Ridgecrest Rd / Rural Way,,Louisville,KY,40218,,,Black,F,39.0,
15808,80-13-039404,2013,2013-06-11,Burglary,Shotgun,Bolt_Action,Marlin_Firearms_Co.,,,BLOCK,3200 Block Rome Rd,3200_Rome_Rd,Louisville,KY,40216,-85.816225,38.172095,White,M,30.0,1.0
15809,80-13-042790,2013,2013-06-11,Narcotics,Pistol,Derringer,Davis_Industries,D_Series,38C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,F,60.0,1.0
15812,80-13-042790,2013,2013-06-11,Narcotics,Pistol,Revolver,Taurus_Internat,,357C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,F,60.0,1.0
15815,80-13-042790,2013,2013-06-11,Narcotics,Pistol,Revolver,Charter_2000,Bulldog,44C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,F,60.0,1.0
15818,80-13-042850,2013,2013-06-11,Aggravated_Assault,,,Raven_Arms,P-25,,BLOCK,6100 Block Julie Kays Way,6100_Julie_Kays_Way,Louisville,KY,40258,-85.86757800000001,38.160683,White,M,25.0,1.0
15819,80-13-042754,2013,2013-06-11,Aggravated_Assault,Pistol,Semi-Automatic,Hipoint,Js-9_Series,9MM,,Louis Coleman Jr Dr / Southern Ave,,Louisville,KY,40211,,,Black,M,55.0,
15820,80-13-042921,2013,2013-06-11,Narcotics,Pistol,Semi-Automatic,Hipoint,Jh-45,45C,,S Clay St / Lampton St,,Louisville,KY,40203,,,Black,M,21.0,
15821,80-13-042504,2013,2013-06-10,Wpns_Law_Violation,Rifle,Semi-Automatic,Norinco_(North_China_Industries),,762M,,Dixie Hwy / Paralee Dr,,Louisville,KY,40258,,,White,M,27.0,
15822,80-13-042513,2013,2013-06-10,Wpns_Law_Violation,Rifle,Single-Shot,Thompson_Center_Arms_Co.,,50C,,S 28Th St / W Madison St,,Louisville,KY,40211,,,White,M,25.0,
15823,80-13-041881,2013,2013-06-08,Narcotics,Rifle,Percussion,Knight_Rifle_(Modern_Muzzleloading),Wolverine_209,50C,BLOCK,4300 Block Whitmore Ave,4300_Whitmore_Ave,Louisville,KY,40215,-85.784227,38.17886,White,M,34.0,0.528
15825,80-13-041881,2013,2013-06-08,Narcotics,Rifle,Semi-Automatic,Imbel,2000_Flat_Top,308C,BLOCK,4300 Block Whitmore Ave,4300_Whitmore_Ave,Louisville,KY,40215,-85.784227,38.17886,White,M,34.0,0.528
15827,80-13-041947,2013,2013-06-08,Narcotics,Pistol,Revolver,Titan_Mfg._Corp,,32C,BLOCK,600 Block S 44Th St,600_S_44th_St,Louisville,KY,40211,-85.82491800000001,38.251653999999995,Black,M,32.0,0.528
15829,80-13-041947,2013,2013-06-08,Narcotics,Pistol,Revolver,,,32C,BLOCK,600 Block S 44Th St,600_S_44th_St,Louisville,KY,40211,-85.82491800000001,38.251653999999995,Black,M,32.0,0.528
15831,80-13-042000,2013,2013-06-08,Wpns_Law_Violation,Pistol,Semi-Automatic,,,380C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,18.0,1.0
15833,80-13-042000,2013,2013-06-08,Wpns_Law_Violation,Pistol,Semi-Automatic,Beretta_(P._Or,,25C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,18.0,1.0
15835,80-13-042020,2013,2013-06-08,Wpns_Law_Violation,Pistol,Semi-Automatic,Tanfoglio_Giuseppe,Armi_Guiseppe_T,25C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15836,80-13-041641,2013,2013-06-07,Burglary,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Springfield_Arm,40C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15837,80-13-041591,2013,2013-06-07,Wpns_Law_Violation,Pistol,Revolver,"Iver_Johnson_Arms_Inc.,_Hardwick,_Vt",Mod_1900,22C,,Cane Run Rd / Crums Ln,,Louisville,KY,40216,,,White,M,33.0,
15838,80-13-041223,2013,2013-06-05,Wpns_Law_Violation,Pistol,Revolver,Taurus_International,Taurus_Internat,357C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15839,80-13-041099,2013,2013-06-05,Aggravated_Assault,Pistol,Semi-Automatic,Davis_Industries,,380C,BLOCK,6500 Block Glo Jean Way,6500_Glo_Jean_Way,Louisville,KY,40258,-85.874638,38.166928999999996,Hispanic,M,24.0,0.914
15840,80-13-041206,2013,2013-06-05,Wpns_Law_Violation,Pistol,Semi-Automatic,Raven_Arms,Mp-25,25C,,S 28Th St / Garland Ave,,Louisville,KY,40211,,,Black,M,19.0,
15841,80-13-040936,2013,2013-06-04,Aggravated_Assault,Pistol,Semi-Automatic,Ruger,Handguns:_Lcp_S,9MM,BLOCK,5300 Block Red Fern Rd,5300_Red_Fern_Rd,Louisville,KY,40218,-85.663583,38.172977,Black,M,,1.0
15842,80-13-040481,2013,2013-06-03,Aggravated_Assault,Pistol,Semi-Automatic,Lorcin_Engineer,L26,25C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,White,M,24.0,1.0
15845,80-13-040481,2012,2012-04-12,Aggravated_Assault,Pistol,Semi-Automatic,Lorcin_Engineer,L26,25C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,White,M,23.0,1.0
15848,80-13-040481,2012,2012-04-02,Aggravated_Assault,Pistol,Semi-Automatic,Lorcin_Engineer,L26,25C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,White,M,23.0,1.0
15851,80-13-040362,2013,2013-06-03,Aggravated_Assault,Pistol,Revolver,Taurus_International,Model_17,22C,BLOCK,7200 Block Alameter Ct,7200_Alameter_Ct,Louisville,KY,40258,-85.829663,38.150057000000004,White,F,42.0,1.0
15852,80-13-040314,2013,2013-06-03,Wpns_Law_Violation,Pistol,Revolver,Rohm,Rg40,38C,,S 32Nd St / Greenwood Ave,,Louisville,KY,40211,,,Black,M,20.0,
15853,80-13-040334,2013,2013-06-03,Wpns_Law_Violation,Pistol,Semi-Automatic,Ruger,Handguns:_P_Ser,9MM,,W Kentucky St,,Louisville,KY,40211,,,Black,M,23.0,
15854,80-13-040086,2013,2013-06-02,All_Other_Offenses,Shotgun,Single-Shot,Harrington_&_Richardson,Bay_State,12GA,BLOCK,3200 Block Stegner Ave,3200_Stegner_Ave,Louisville,KY,40216,-85.8496,38.180318,Black,M,38.0,1.0
15855,80-13-040206,2013,2013-06-02,Wpns_Law_Violation,Pistol,Semi-Automatic,Lorcin_Engineer,,380C,BLOCK,4400 Block Churchman Ave,4400_Churchman_Ave,Louisville,KY,40215,-85.793062,38.178444,Black,M,18.0,1.0
15856,80-13-040107,2013,2013-06-02,Wpns_Law_Violation,Pistol,Revolver,Harrington_&_Richardson,732,32C,,E Market St / S Preston St,,Louisville,KY,40202,,,Black,M,22.0,
15857,80-13-039833,2013,2013-06-01,Wpns_Law_Violation,Pistol,Semi-Automatic,Smith_&_Wesson,Sw40Ve,40C,BLOCK,1700 Block S Wheatmore Dr,1700_S_Wheatmore_Dr,Louisville,KY,40215,-85.797825,38.188521,Black,M,20.0,0.664
15858,80-13-039806,2013,2013-06-01,Wpns_Law_Violation,Pistol,Semi-Automatic,Masterpiece_Arms,Tec-9,9MM,BLOCK,6500 Block Signature Dr,6500_Signature_Dr,Louisville,KY,40213,-85.715695,38.155634,Black,M,36.0,0.877
15859,80-13-039843,2013,2013-06-01,Wpns_Law_Violation,Pistol,Semi-Automatic,Cobra_Enterprises_Inc,,380C,,Cane Run Rd / Lees Ln,,Louisville,KY,40216,,,Black,F,34.0,
15860,80-13-039741,2013,2013-06-01,Wpns_Law_Violation,Pistol,Semi-Automatic,Hipoint,Cf-380,380C,,N 33Rd St / Northwestern Pky,,Louisville,KY,40212,,,White,M,50.0,
15861,80-13-039457,2013,2013-05-31,Intimidation,Pistol,Semi-Automatic,Tisas_Trabzon_Silah_Sanayi,Zigana_K,9MM,BLOCK,4700 Block Oaklawn Ln,4700_Oaklawn_Ln,Louisville,KY,40219,-85.673118,38.163058,Black,M,41.0,1.0
15862,80-13-039479,2013,2013-05-31,Wpns_Law_Violation,Pistol,Revolver,,,32C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,50.0,1.0
15863,80-13-039476,2013,2013-05-31,Wpns_Law_Violation,Pistol,Semi-Automatic,Lorcin_Engineer,L-380_.380_Acp,380C,,Briarcliff Rd / Outer Loop,,Louisville,KY,40219,,,White,M,20.0,
15864,80-13-039476,2013,2013-05-31,Wpns_Law_Violation,Pistol,Semi-Automatic,Jimenez_Arms,380,380C,,Briarcliff Rd / Outer Loop,,Louisville,KY,40219,,,White,M,20.0,
15865,80-13-039476,2013,2013-05-31,Wpns_Law_Violation,Pistol,Semi-Automatic,Ruger,Handguns:_P_Ser,9MM,,Briarcliff Rd / Outer Loop,,Louisville,KY,40219,,,White,M,20.0,
15866,80-13-039468,2013,2013-05-31,Wpns_Law_Violation,Pistol,Revolver,Rohm,38,38C,,Crosswinds Dr / Tucker Station Rd,,Middletown,KY,40243,,,Black,M,34.0,
15867,80-11-056936,2013,2013-05-30,Wpns_Law_Violation,Pistol,Semi-Automatic,Norinco,,9MM,BLOCK,1600 Block Linda Way,600_W_Jefferson_St,Louisville,KY,40216,-85.761323,38.253961,White,M,42.0,1.0
15868,80-11-056936,2013,2013-05-30,Wpns_Law_Violation,Pistol,Semi-Automatic,Norinco,,9MM,BLOCK,1600 Block Linda Way,1600_Linda_Way,Louisville,KY,40216,-85.81127099999999,38.174842,White,M,42.0,1.0
15870,80-11-056936,2013,2013-05-30,Wpns_Law_Violation,Submachine_Gun,,Masterpiece_Arm,,45C,BLOCK,1600 Block Linda Way,600_W_Jefferson_St,Louisville,KY,40216,-85.761323,38.253961,White,M,42.0,1.0
15871,80-11-056936,2013,2013-05-30,Wpns_Law_Violation,Submachine_Gun,,Masterpiece_Arm,,45C,BLOCK,1600 Block Linda Way,1600_Linda_Way,Louisville,KY,40216,-85.81127099999999,38.174842,White,M,42.0,1.0
15873,80-11-056936,2011,2011-07-21,Wpns_Law_Violation,Submachine_Gun,,Masterpiece_Arm,None,45C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,White,M,40.0,1.0
15874,80-11-056936,2011,2011-07-21,Wpns_Law_Violation,Submachine_Gun,,Masterpiece_Arm,None,45C,BLOCK,600 Block W Jefferson St,1600_Linda_Way,Louisville,KY,40202,-85.81127099999999,38.174842,White,M,40.0,1.0
15876,80-13-039014,2013,2013-05-30,Stolen_Property,Pistol,Semi-Automatic,Taurus_International,Taurus,45C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,26.0,1.0
15881,80-13-039014,2013,2013-05-30,Stolen_Property,Pistol,Revolver,Smith_&_Wesson,,38C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,26.0,1.0
15886,80-13-039014,2013,2013-05-30,Stolen_Property,Pistol,Semi-Automatic,Taurus_International,Model_Pt145,45C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,26.0,1.0
15891,80-13-039014,2013,2013-05-30,Stolen_Property,Pistol,Semi-Automatic,Raven_Arms,Mp-25,25C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,26.0,1.0
15896,80-13-039014,2013,2013-05-30,Stolen_Property,Pistol,Semi-Automatic,Femaru,Pa-63,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,26.0,1.0
15901,80-13-039362,2013,2013-05-30,Wpns_Law_Violation,Pistol,Semi-Automatic,Phoenix_Arms_Co.,Raven,25C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15902,80-13-039462,2013,2013-05-30,Wpns_Law_Violation,Pistol,Semi-Automatic,"Glock,_Inc.",Model_22/22C_(4,,,S 22Nd St / W Kentucky St,,Louisville,KY,40210,,,Black,M,18.0,
15903,80-13-038820,2013,2013-05-29,Wpns_Law_Violation,Pistol,Semi-Automatic,Smith_&_Wesson,Bodyguard,380C,BLOCK,1200 Block Cedar Ct,1200_Cedar_Ct,Louisville,KY,40203,-85.77078399999999,38.253890000000006,Black,M,24.0,1.0
15904,80-13-038809,2013,2013-05-29,Aggravated_Assault,Pistol,Semi-Automatic,Hipoint,Jh-45,45C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15906,80-13-038809,2013,2013-05-29,Aggravated_Assault,Pistol,Semi-Automatic,Colt,National_Match,45C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15908,80-13-039034,2013,2013-05-29,Wpns_Law_Violation,Pistol,Semi-Automatic,Jimenez_Arms,,9MM,BLOCK,700 Block Fairdale Rd,700_Fairdale_Rd,Louisville,KY,40118,-85.75766,38.10555,,,,0.528
15909,80-13-038828,2013,2013-05-29,Wpns_Law_Violation,Pistol,Semi-Automatic,Sportarms,,9MM,,S 18Th St / W Broadway,,Louisville,KY,40203,,,Black,M,18.0,
15910,80-13-038829,2013,2013-05-29,Wpns_Law_Violation,Pistol,Revolver,Taurus_International,Model_82,38C,,S 18Th St / W Broadway,,Louisville,KY,40203,,,Black,M,18.0,
15911,80-13-038704,2013,2013-05-28,Narcotics,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",,9MM,BLOCK,100 Block Ottawa Ave,100_Ottawa_Ave,Louisville,KY,40214,-85.759538,38.188075,Black,M,29.0,0.528
15912,80-13-038432,2013,2013-05-28,Burglary,Pistol,Semi-Automatic,Glock_Gmbh,Model_23/23C_(4,40C,BLOCK,500 Block E Kentucky St,500_E_Kentucky_St,Louisville,KY,40203,-85.746803,38.23738,Black,M,19.0,1.0
15913,80-13-038660,2013,2013-05-28,Wpns_Law_Violation,,,Ruger,Security_Six,,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15914,80-13-038226,2013,2013-05-26,Aggravated_Assault,Pistol,Semi-Automatic,Ruger,,9MM,BLOCK,3400 Block Bohne Ave,3400_Bohne_Ave,Louisville,KY,40211,-85.817796,38.229139,Black,M,21.0,0.728
15915,80-13-038037,2013,2013-05-26,Aggravated_Assault,Pistol,Semi-Automatic,,,40C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15916,80-13-038062,2013,2013-05-26,Aggravated_Assault,Pistol,Semi-Automatic,Cz_-_Ceska_Zbrojovka,None,765M,BLOCK,800 Block Hazel St,800_Hazel_St,Louisville,KY,40211,-85.804816,38.24754,Black,M,33.0,1.0
15917,80-13-037834,2013,2013-05-25,Wpns_Law_Violation,Pistol,Revolver,North_American_Arms,North_American,22C,BLOCK,600 Block Baxter Ave,600_Baxter_Ave,Louisville,KY,40204,-85.729011,38.246037,White,M,69.0,1.0
15918,80-13-037447,2013,2013-05-24,Narcotics,Pistol,Semi-Automatic,Smith_&_Wesson,Pistols:_59,9MM,,3Rd Street Rd / Cristland Rd,,Louisville,KY,40214,,,Black,M,27.0,
15919,80-13-037447,2013,2013-05-24,Narcotics,Pistol,Semi-Automatic,Ruger,Handguns:_P_Ser,9MM,,3Rd Street Rd / Cristland Rd,,Louisville,KY,40214,,,Black,M,27.0,
15920,80-13-037447,2013,2013-05-24,Narcotics,Pistol,Semi-Automatic,Ruger,Lcp,380C,,3Rd Street Rd / Cristland Rd,,Louisville,KY,40214,,,Black,M,27.0,
15921,80-13-037447,2013,2013-05-24,Narcotics,Pistol,Semi-Automatic,Ruger,Sr40,40C,,3Rd Street Rd / Cristland Rd,,Louisville,KY,40214,,,Black,M,27.0,
15922,80-13-037447,2013,2013-05-24,Narcotics,Pistol,Semi-Automatic,"Keltec,_Cnc_Industries,_Inc",Pf-9,9MM,,3Rd Street Rd / Cristland Rd,,Louisville,KY,40214,,,Black,M,27.0,
15923,80-13-035133,2013,2013-05-24,Wpns_Law_Violation,,,Beretta_(P._Or,,,,Plaudit Way,,Louisville,KY,40272,,,Black,M,40.0,
15924,80-13-037393,2013,2013-05-23,Wpns_Law_Violation,Pistol,Revolver,Harrington_&_Richardson,Mod_622,22C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15926,80-13-037393,2013,2013-05-23,Wpns_Law_Violation,Pistol,Semi-Automatic,"Keltec,_Cnc_Industries,_Inc",Pmr-30,22C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15928,80-13-037463,2013,2013-05-23,Wpns_Law_Violation,Pistol,Revolver,Taurus_International,,38C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,33.0,1.0
15929,80-13-037205,2013,2013-05-23,Stolen_Property,Pistol,Semi-Automatic,Phoenix_Arms_Co,Raven,25C,,Greenwood Rd / Terry Rd,,Louisville,KY,40258,,,White,M,45.0,
15930,80-13-030930,2013,2013-05-22,Robbery,Pistol,Semi-Automatic,Jimenez_Arms,,9MM,BLOCK,3600 Block Chamberlain Ln,3600_Chamberlain_Ln,Louisville,KY,40241,-85.543727,38.297756,Black,M,23.0,1.0
15931,80-13-036826,2013,2013-05-22,Wpns_Law_Violation,Shotgun,Pump_Action,,,12GA,,3Rd Street Rd / New Cut Rd,,Louisville,KY,40214,,,White,M,34.0,
15932,80-13-037114,2013,2013-05-22,Aggravated_Assault,Rifle,Semi-Automatic,,,762M,BLOCK,4600 Block Cliff Ave,4600_Cliff_Ave,Louisville,KY,40215,-85.774946,38.193337,,,,0.907
15933,80-13-037115,2013,2013-05-22,Narcotics,Pistol,Semi-Automatic,Heckler_&_Koch,Usp,40C,BLOCK,8000 Block National Tpke,8000_National_Tpke,Louisville,KY,40214,-85.752596,38.135314,White,M,33.0,1.0
15934,80-13-036753,2013,2013-05-21,Wpns_Law_Violation,Pistol,Semi-Automatic,Jimenez_Arms,,380C,BLOCK,400 Block E Muhammad Ali Blvd,400_E_Muhammad_Ali_Blvd,Louisville,KY,40202,-85.752289,38.250827,Black,M,21.0,0.8909999999999999
15935,80-13-036617,2013,2013-05-21,Narcotics,Pistol,Semi-Automatic,Taurus_Internat,Model_Pt145,45C,BLOCK,5300 Block Ronwood Dr,5300_Ronwood_Dr,Louisville,KY,40219,-85.662718,38.143149,Hispanic,M,34.0,1.0
15936,80-13-036527,2013,2013-05-21,Aggravated_Assault,Pistol,Semi-Automatic,,,9MM,BLOCK,5400 Block Rustic Way,5400_Rustic_Way,Louisville,KY,40218,-85.671572,38.170369,Black,M,44.0,0.528
15937,80-13-036748,2013,2013-05-21,Aggravated_Assault,Pistol,Semi-Automatic,"Glock,_Inc.",Model_27_(40_Sw,40C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15938,80-13-036761,2013,2013-05-21,Stolen_Property,Pistol,Semi-Automatic,Lorcin_Engineer,L-380,380C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,25.0,1.0
15939,80-13-036673,2013,2013-05-21,Intimidation,Pistol,Semi-Automatic,Ruger,,9MM,,S 39Th St / W Broadway,,Louisville,KY,40211,,,Black,F,28.0,
15940,80-13-026832,2013,2013-05-20,Robbery,Pistol,Semi-Automatic,Hipoint,Js-9_Series,9MM,BLOCK,3600 Block Chamberlain Ln,3600_Chamberlain_Ln,Louisville,KY,40241,-85.543727,38.297756,Black,M,,1.0
15941,80-13-036460,2013,2013-05-20,Wpns_Law_Violation,Pistol,Semi-Automatic,Lorcin_Engineer,L-22_.22_Lr_Cal,22C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,26.0,1.0
15942,80-13-035966,2013,2013-05-19,Wpns_Law_Violation,Pistol,Revolver,Charter_Arms_Corp.,Undercover,38C,BLOCK,1600 Block Arthur St,1600_Arthur_St,Louisville,KY,40208,-85.753072,38.21497,White,M,23.0,0.659
15943,80-13-035936,2013,2013-05-19,Aggravated_Assault,Pistol,Semi-Automatic,Hipoint,C9,9MM,BLOCK,300 Block N 19Th St,300_N_19th_St,Louisville,KY,40203,-85.781103,38.262389,White,M,21.0,0.528
15944,80-13-036100,2013,2013-05-19,Wpns_Law_Violation,Pistol,Revolver,Clerke/Clerke_T,,32C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15945,80-13-036140,2013,2013-05-19,Aggravated_Assault,Pistol,Semi-Automatic,Cobra_Enterprises_Inc,Ca_Series,380C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,F,22.0,1.0
15947,80-13-036140,2013,2013-05-19,Aggravated_Assault,Pistol,Semi-Automatic,Hipoint,Jh-45,45C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,F,22.0,1.0
15949,80-13-035933,2013,2013-05-19,Wpns_Law_Violation,Pistol,Revolver,Rohm,,22C,BLOCK,700 Block Gagel Ave,700_Gagel_Ave,Louisville,KY,40216,-85.798674,38.170441,Black,M,17.0,1.0
15950,80-13-035844,2013,2013-05-19,Kidnapping_Only,Pistol,Semi-Automatic,Smith_&_Wesson,,40C,BLOCK,900 Block W Evelyn Ave,900_W_Evelyn_Ave,Louisville,KY,40215,-85.77497199999999,38.196492,,,,1.0
15951,80-12-098670,2013,2013-05-18,Burglary,Pistol,Semi-Automatic,,,45C,BLOCK,2100 Block W Kentucky St,2100_W_Kentucky_St,Louisville,KY,40210,-85.787982,38.241813,Black,M,19.0,1.0
15952,80-13-035888,2013,2013-05-18,Narcotics,Pistol,Semi-Automatic,Smith_&_Wesson,Pistols:_5906_M,9MM,BLOCK,600 Block S 44Th St,600_S_44th_St,Louisville,KY,40211,-85.82491800000001,38.251653999999995,Black,M,24.0,0.528
15953,80-13-035702,2013,2013-05-18,Wpns_Law_Violation,Pistol,Revolver,Charter_Arms_Corp.,Undercover,38C,,Poplar Level Rd S To I264E,,Louisville,KY,40213,,,Hispanic,M,30.0,
15954,80-13-035305,2013,2013-05-17,Narcotics,Pistol,Semi-Automatic,,Cs9,9MM,BLOCK,1700 Block West Creek Way,1700_West_Creek_Way,Lyndon,KY,40242,-85.604378,38.275591999999996,Black,M,33.0,0.728
15956,80-13-035305,2013,2013-05-17,Narcotics,Pistol,Revolver,Charter_Arms_Corp.,Bulldog_Pug,44C,BLOCK,1700 Block West Creek Way,1700_West_Creek_Way,Lyndon,KY,40242,-85.604378,38.275591999999996,Black,M,33.0,0.728
15958,80-13-035352,2013,2013-05-17,Wpns_Law_Violation,Pistol,Semi-Automatic,Hipoint,C9,9MM,BLOCK,2000 Block Brownsboro Rd,2000_Brownsboro_Rd,Louisville,KY,40206,-85.685383,38.261094,Hispanic,M,22.0,0.528
15959,80-13-035689,2013,2013-05-17,Wpns_Law_Violation,Pistol,Semi-Automatic,Lorcin_Engineer,L-380,380C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15960,80-13-033671,2013,2013-05-17,Theft_Fr_Veh,Pistol,Semi-Automatic,Ruger,Handguns:_Lcp_S,380C,BLOCK,900 Block E Market St,900_E_Market_St,Louisville,KY,40206,-85.735928,38.252717,Black,M,21.0,1.0
15961,80-12-089490,2013,2013-05-16,Robbery,Pistol,Semi-Automatic,Hipoint,Cf-380,9MM,BLOCK,3600 Block Chamberlain Ln,3600_Chamberlain_Ln,Louisville,KY,40241,-85.543727,38.297756,White,M,18.0,1.0
15962,80-13-034981,2013,2013-05-15,Narcotics,Pistol,Semi-Automatic,Smith_&_Wesson,,9MM,BLOCK,7400 Block Egypt Ln,7400_Egypt_Ln,Louisville,KY,40219,-85.68637,38.145638,Black,M,34.0,0.528
15963,80-13-034721,2013,2013-05-14,Aggravated_Assault,Pistol,Semi-Automatic,Hipoint,C9,9MM,BLOCK,100 Block S 34Th St,100_S_34th_St,Louisville,KY,40212,-85.806924,38.262085,Black,M,34.0,1.0
15964,80-13-033062,2013,2013-05-14,Robbery,Pistol,Revolver,,,22C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15965,80-13-034425,2013,2013-05-13,Wpns_Law_Violation,Pistol,Revolver,Taurus_International,38,38C,BLOCK,200 Block S 43Rd St,200_S_43rd_St,Louisville,KY,40212,-85.82000500000001,38.263543,Black,M,19.0,1.0
15966,80-13-022961,2013,2013-05-13,Wpns_Law_Violation,Pistol,Semi-Automatic,,Thunder,380C,BLOCK,3600 Block Chamberlain Ln,6600_Strawberry_Ln,Louisville,KY,40241,-85.760464,38.161506,White,M,46.0,1.0
15967,80-13-022961,2013,2013-05-13,Wpns_Law_Violation,Pistol,Semi-Automatic,,Thunder,380C,BLOCK,3600 Block Chamberlain Ln,3600_Chamberlain_Ln,Louisville,KY,40241,-85.543727,38.297756,White,M,46.0,1.0
15968,80-13-022961,2013,2013-04-03,Wpns_Law_Violation,,,,Vencedor,,BLOCK,6600 Block Strawberry Ln,6600_Strawberry_Ln,Louisville,KY,40214,-85.760464,38.161506,,,,1.0
15969,80-13-022961,2013,2013-04-03,Wpns_Law_Violation,Pistol,Semi-Automatic,,Vencedor,,BLOCK,6600 Block Strawberry Ln,3600_Chamberlain_Ln,Louisville,KY,40214,-85.543727,38.297756,White,M,46.0,1.0
