incident_number,ucr_category,type_of_firearm,firearm_manufacturer,firearm_model,firearm_caliber,recovery_date,address_geocode_type,recovery_block_address,city,state,recovery_zipcode,person_recovered_from_race,person_recovered_from_sex,person_recovered_from_age,address_concat,x,y,longitude,latitude,confidence,source
80-15-062239,Wpns Law Violation,Null,Hipoint,,,2015-08-09 00:00:00+00,INTERSECTION,Berry Blvd / Taylor Blvd,Louisville,KY,40215,Null,NULL,NULL,Berry Blvd / Taylor Blvd Louisville KY 40215,1199887.375,257237.625,-85.782954,38.19631713,,LOJIC
80-15-062239,Wpns Law Violation,Null,Charter Arms Corp.,Off Duty,,2015-08-09 00:00:00+00,INTERSECTION,Berry Blvd / Taylor Blvd,Louisville,KY,40215,Null,NULL,NULL,Berry Blvd / Taylor Blvd Louisville KY 40215,1199887.375,257237.625,-85.782954,38.19631713,,LOJIC
80-16-026456,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 30 (45 Ac,4570,2016-03-30 00:00:00+00,INTERSECTION,Berry Blvd / Wheeler Ave,Louisville,KY,40215,White,M,45,Berry Blvd / Wheeler Ave Louisville KY 40215,1198380.75,257316.5313,-85.78820036,38.1964648,,LOJIC
80-16-049915,Narcotics,"Pistol, Revolver                                       ",Smith & Wesson,Revoler: Model,38C,2016-06-12 00:00:00+00,INTERSECTION,Berry Blvd / Wheeler Ave,Louisville,KY,40215,Black,M,22,Berry Blvd / Wheeler Ave Louisville KY 40215,1198380.75,257316.5313,-85.78820036,38.1964648,,LOJIC
80-16-023742,Narcotics,"Pistol, Semi-automatic                                 ",Taurus International,,40C,2016-03-21 00:00:00+00,INTERSECTION,Berry Blvd / Wheeler Ave,Louisville,KY,40215,Black,M,23,Berry Blvd / Wheeler Ave Louisville KY 40215,1198380.75,257316.5313,-85.78820036,38.1964648,,LOJIC
80-16-026456,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Beretta (p. Or Pietro),,9MM,2016-03-30 00:00:00+00,INTERSECTION,Berry Blvd / Wheeler Ave,Louisville,KY,40215,White,M,45,Berry Blvd / Wheeler Ave Louisville KY 40215,1198380.75,257316.5313,-85.78820036,38.1964648,,LOJIC
80-14-087208,Aggravated Assault,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",P-3at,380C,2014-11-11 00:00:00+00,INTERSECTION,Betsy Ross Dr / Nathan Hale Way,Louisville,KY,40272,White,M,35,Betsy Ross Dr / Nathan Hale Way Louisville KY 40272,1166925.124,207060.625,-85.89451528,38.0569886,,LOJIC
80-14-087208,Aggravated Assault,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",Pf-9,9MM,2014-11-11 00:00:00+00,INTERSECTION,Betsy Ross Dr / Nathan Hale Way,Louisville,KY,40272,White,M,35,Betsy Ross Dr / Nathan Hale Way Louisville KY 40272,1166925.124,207060.625,-85.89451528,38.0569886,,LOJIC
80-12-097902,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Springfield Armory,geneseo,il                          ",Pistol: Model X,9MM,2012-12-11 00:00:00+00,INTERSECTION,Beulah Church Rd / Fegenbush Ln,Louisville,KY,40228,Black,F,22,Beulah Church Rd / Fegenbush Ln Louisville KY 40228,1248282.25,235106.75,-85.61343572,38.13764207,,LOJIC
80-16-046254,Narcotics,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 27 (40 Sw,40C,2016-05-31 00:00:00+00,INTERSECTION,Bicknell Ave / Churchman Ave,Louisville,KY,40215,Black,F,38,Bicknell Ave / Churchman Ave Louisville KY 40215,1197157.875,252716.4375,-85.79218694,38.18377846,,LOJIC
80-11-003150,Wpns Law Violation,"Pistol, Revolver                                       ",Rossi - Amadeo,,357C,2011-01-12 00:00:00+00,INTERSECTION,Bicknell Ave / Hazelwood Ave,Louisville,KY,40215,Black,M,34,Bicknell Ave / Hazelwood Ave Louisville KY 40215,1198415.749,252617.875,-85.78780563,38.18356559,,LOJIC
80-11-003150,Wpns Law Violation,"Pistol, Revolver                                       ",Rossi - Amadeo,,357C,2011-01-12 00:00:00+00,INTERSECTION,Bicknell Ave / Hazelwood Ave,Louisville,KY,40215,Black,M,34,Bicknell Ave / Hazelwood Ave Louisville KY 40215,1198415.749,252617.875,-85.78780563,38.18356559,,LOJIC
80-16-051693,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,Revoler: Model,44C,2016-06-18 00:00:00+00,INTERSECTION,Bicknell Ave / Woodruff Ave,Louisville,KY,40215,Black,M,41,Bicknell Ave / Woodruff Ave Louisville KY 40215,1199213.75,252467.6563,-85.78502104,38.1831897,,LOJIC
80-10-091443,Narcotics,"Pistol, Semi-automatic                                 ",Taurus Internat,Model Pt99,9MM,2010-11-18 00:00:00+00,INTERSECTION,Billtown Rd / Michael Edward Dr,Jeffersontown,KY,40299,White,M,45,Billtown Rd / Michael Edward Dr Jeffersontown KY 40299,1260143.75,247263.405,-85.57280653,38.17149602,,LOJIC
80-11-039974,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,66-1,357C,2011-05-25 00:00:00+00,INTERSECTION,Bishop Ln / Gardiner Ln,Louisville,KY,40218,Black,M,22,Bishop Ln / Gardiner Ln Louisville KY 40218,1227666.125,257354.3913,-85.68631203,38.19786724,,LOJIC
80-10-031006,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,Cf-380,380C,2010-04-28 00:00:00+00,INTERSECTION,Bishop Ln / Newburg Rd,Louisville,KY,40218,Black,F,20,Bishop Ln / Newburg Rd Louisville KY 40218,1227768.5,258445.5313,-85.68601503,38.20086755,,LOJIC
80-15-098081,Narcotics,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 17/17c (9,9MM,2015-12-02 00:00:00+00,INTERSECTION,Bishop Ln / Newburg Rd,Louisville,KY,40218,Black,M,22,Bishop Ln / Newburg Rd Louisville KY 40218,1227768.5,258445.5313,-85.68601503,38.20086755,,LOJIC
80-15-098081,Narcotics,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 17/17c (9,9MM,2015-12-02 00:00:00+00,INTERSECTION,Bishop Ln / Newburg Rd,Louisville,KY,40218,Black,M,22,Bishop Ln / Newburg Rd Louisville KY 40218,1227768.5,258445.5313,-85.68601503,38.20086755,,LOJIC
80-15-098081,Narcotics,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 17/17c (9,9MM,2015-12-02 00:00:00+00,INTERSECTION,Bishop Ln / Newburg Rd,Louisville,KY,40218,Black,M,22,Bishop Ln / Newburg Rd Louisville KY 40218,1227768.5,258445.5313,-85.68601503,38.20086755,,LOJIC
80-15-098081,Narcotics,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 17/17c (9,9MM,2015-12-02 00:00:00+00,INTERSECTION,Bishop Ln / Newburg Rd,Louisville,KY,40218,Black,M,22,Bishop Ln / Newburg Rd Louisville KY 40218,1227768.5,258445.5313,-85.68601503,38.20086755,,LOJIC
80-16-057507,Stolen Property,"Pistol, Semi-automatic                                 ",Ruger,Handguns: P Ser,9MM,2016-07-07 00:00:00+00,INTERSECTION,Bishop Ln / Newburg Rd,Louisville,KY,40218,Null,,NULL,Bishop Ln / Newburg Rd Louisville KY 40218,1227768.5,258445.5313,-85.68601503,38.20086755,,LOJIC
80-14-047933,Narcotics,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2014-06-29 00:00:00+00,INTERSECTION,Central Ave / Taylor Blvd,Louisville,KY,40208,White,M,28,Central Ave / Taylor Blvd Louisville KY 40208,1201891.5,260850.9375,-85.77618965,38.20632937,,LOJIC
80-13-058603,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 23/23c (4,40C,2013-08-06 00:00:00+00,INTERSECTION,Blairwood Rd / Liberty Bank Ln,Hurstbourne,KY,40222,Black,M,19,Blairwood Rd / Liberty Bank Ln Hurstbourne KY 40222,1258722.13,267532.2375,-85.57876815,38.22709267,,LOJIC
80-13-080049,Wpns Law Violation,"Rifle, Automatic                                       ",,,22C,2013-10-18 00:00:00+00,INTERSECTION,Blairwood Rd / S Hurstbourne Pky,Jeffersontown,KY,,White,F,38,Blairwood Rd / S Hurstbourne Pky Jeffersontown KY ,,,,,,
80-15-018661,Stolen Property,"Pistol, Revolver                                       ",Taurus International,,38C,2015-03-16 00:00:00+00,INTERSECTION,Blairwood Rd / S Hurstbourne Pky,Jeffersontown,KY,,White,M,23,Blairwood Rd / S Hurstbourne Pky Jeffersontown KY ,,,,,,
80-13-045317,Narcotics,"Pistol, Semi-automatic                                 ",Smith & Wesson,,9MM,2013-06-19 00:00:00+00,INTERSECTION,Blairwood Rd / S Hurstbourne Pky,Jeffersontown,KY,,Black,M,35,Blairwood Rd / S Hurstbourne Pky Jeffersontown KY ,,,,,,
80-11-036242,Narcotics,"Pistol, Revolver                                       ",Ruger,Handguns: Redha,44C,2011-05-13 00:00:00+00,INTERSECTION,Blankenbaker Pky / Ellingsworth Ln,Middletown,KY,40299,Black,M,21,Blankenbaker Pky / Ellingsworth Ln Middletown KY 40299,,,,,,
80-11-036242,Narcotics,"Pistol, Revolver                                       ",Ruger,Handguns: Redha,44C,2011-05-13 00:00:00+00,INTERSECTION,Blankenbaker Pky / Ellingsworth Ln,Middletown,KY,40299,Black,M,21,Blankenbaker Pky / Ellingsworth Ln Middletown KY 40299,,,,,,
80-15-092228,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,Handguns: Mark,22C,2015-11-12 00:00:00+00,INTERSECTION,Blankenbaker Pky / Shelbyville Rd,Louisville,KY,40243,White,M,17,Blankenbaker Pky / Shelbyville Rd Louisville KY 40243,,,,,,
80-15-001937,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,Nkc-mo,9MM,2015-01-09 00:00:00+00,INTERSECTION,Blanton Ln / Dixie Hwy,Louisville,KY,40216,Black,M,22,Blanton Ln / Dixie Hwy Louisville KY 40216,1184976.375,243300.875,-85.83399728,38.15735915,,LOJIC
80-11-022115,Wpns Law Violation,"Pistol, Revolver                                       ",Rohm,Gmhm,22C,2011-03-26 00:00:00+00,INTERSECTION,Blevins Gap Rd / E Orell Rd,Louisville,KY,40272,White,M,26,Blevins Gap Rd / E Orell Rd Louisville KY 40272,1171289.125,211758.75,-85.87965022,38.07010081,,LOJIC
80-14-079515,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Sundance Ind Inc N Hollywood, Ca                       ",A-28,25C,2014-10-15 00:00:00+00,INTERSECTION,Blevins Gap Rd / E Orell Rd,Louisville,KY,40272,White,M,47,Blevins Gap Rd / E Orell Rd Louisville KY 40272,1171289.125,211758.75,-85.87965022,38.07010081,,LOJIC
80-14-079515,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Sundance Ind Inc N Hollywood, Ca                       ",A-28,25C,2014-10-15 00:00:00+00,INTERSECTION,Blevins Gap Rd / E Orell Rd,Louisville,KY,40272,White,M,47,Blevins Gap Rd / E Orell Rd Louisville KY 40272,1171289.125,211758.75,-85.87965022,38.07010081,,LOJIC
80-10-072701,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,Chief Special,38C,2010-09-16 00:00:00+00,INTERSECTION,Blue Lick Rd / Britt Ln,Louisville,KY,40219,Black,M,21,Blue Lick Rd / Britt Ln Louisville KY 40219,,,,,,
80-16-018530,Narcotics,"Rifle, Bolt Action                                     ",,,22C,2016-03-04 00:00:00+00,INTERSECTION,Blue Lick Rd / Freedom Way,Louisville,KY,40229,Black,M,24,Blue Lick Rd / Freedom Way Louisville KY 40229,1226267.25,226607.875,-85.68950706,38.11338673,,LOJIC
80-16-018530,Narcotics,"Rifle, Bolt Action                                     ",,,22C,2016-03-04 00:00:00+00,INTERSECTION,Blue Lick Rd / Freedom Way,Louisville,KY,40229,Black,M,24,Blue Lick Rd / Freedom Way Louisville KY 40229,1226267.25,226607.875,-85.68950706,38.11338673,,LOJIC
80-16-018530,Narcotics,"Rifle, Bolt Action                                     ",,,22C,2016-03-04 00:00:00+00,INTERSECTION,Blue Lick Rd / Freedom Way,Louisville,KY,40229,Black,M,24,Blue Lick Rd / Freedom Way Louisville KY 40229,1226267.25,226607.875,-85.68950706,38.11338673,,LOJIC
80-10-034583,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jennings Firear,J-22,22C,2010-05-11 00:00:00+00,INTERSECTION,Craigs Creek Dr / Hite Creek Rd,Louisville,KY,40241,White,M,18,Craigs Creek Dr / Hite Creek Rd Louisville KY 40241,,,,,,
80-14-046374,Wpns Law Violation,"Rifle, Single-shot                                     ",Marlin Firearms Co.,Glenfield,22C,2014-06-24 00:00:00+00,INTERSECTION,Blue Lick Rd / Freedom Way,Louisville,KY,40229,White,M,41,Blue Lick Rd / Freedom Way Louisville KY 40229,1226267.25,226607.875,-85.68950706,38.11338673,,LOJIC
80-16-055250,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,Titan,25C,2016-06-30 00:00:00+00,INTERSECTION,Blue Lick Rd / Hutcherson,Louisville,KY,40229,White,M,34,Blue Lick Rd / Hutcherson Louisville KY 40229,1223452,218529.7188,-85.6988491,38.09108531,,LOJIC
80-12-011695,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Bryco Arms,M-38,380C,2012-02-13 00:00:00+00,INTERSECTION,Blue Lick Rd / Maynard Ave,Louisville,KY,40229,White,M,22,Blue Lick Rd / Maynard Ave Louisville KY 40229,1226055.875,225933.1875,-85.69020498,38.11152516,,LOJIC
80-16-109140,Narcotics,"Rifle, Semi-automatic                                  ",Smith & Wesson,Rifle: M&p 15,22C,2016-12-23 00:00:00+00,INTERSECTION,Blue Lick Rd / Old School House Rd,Louisville,KY,40229,White,F,20,Blue Lick Rd / Old School House Rd Louisville KY 40229,1225015.25,222697.2663,-85.69364504,38.10259555,,LOJIC
80-16-088347,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Raven Arms,Mp-25,25C,2016-10-15 00:00:00+00,INTERSECTION,Blue Lick Rd / Preston Hwy,Louisville,KY,40219,White,M,15,Blue Lick Rd / Preston Hwy Louisville KY 40219,1227919.375,234004.6875,-85.68416581,38.13376694,,LOJIC
80-12-024660,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,,38C,2012-03-30 00:00:00+00,INTERSECTION,Blue Lick Rd / Ripple Creek Dr,Louisville,KY,40229,Hispanic,M,27,Blue Lick Rd / Ripple Creek Dr Louisville KY 40229,1224634.125,221791.6563,-85.69491998,38.10009261,,LOJIC
80-16-067928,Aggravated Assault,Null,Ruger,Handguns: P Ser,,2016-08-10 00:00:00+00,INTERSECTION,S 4th St / W Cardinal Blvd,Louisville,KY,40208,Black,M,19,S 4th St / W Cardinal Blvd Louisville KY 40208,1205816.75,266035.6875,-85.7628275,38.22074266,,LOJIC
80-15-085416,Narcotics,"Pistol, Semi-automatic                                 ","Rock Island Armory Inc. (geneseo, Il)                  ",,45C,2015-10-22 00:00:00+00,INTERSECTION,Blue Lick Rd / South Park Rd,Louisville,KY,40219,White,M,23,Blue Lick Rd / South Park Rd Louisville KY 40219,1226289.25,227683.9375,-85.68948906,38.11634222,,LOJIC
80-15-085416,Narcotics,"Pistol, Semi-automatic                                 ","Rock Island Armory Inc. (geneseo, Il)                  ",,45C,2015-10-22 00:00:00+00,INTERSECTION,Blue Lick Rd / South Park Rd,Louisville,KY,40219,White,M,23,Blue Lick Rd / South Park Rd Louisville KY 40219,1226289.25,227683.9375,-85.68948906,38.11634222,,LOJIC
80-10-100111,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jimenez Arms,,9MM,2010-12-20 00:00:00+00,INTERSECTION,Blue Lick Rd / South Park Rd,Louisville,KY,40219,Black,M,21,Blue Lick Rd / South Park Rd Louisville KY 40219,1226289.25,227683.9375,-85.68948906,38.11634222,,LOJIC
80-10-025442,Aggravated Assault,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 19/19c (9,9MM,2010-04-10 00:00:00+00,INTERSECTION,Blue Lick Rd / South Park Rd,Louisville,KY,40219,White,M,48,Blue Lick Rd / South Park Rd Louisville KY 40219,1226289.25,227683.9375,-85.68948906,38.11634222,,LOJIC
80-11-015016,Stolen Property,"Pistol, Semi-automatic                                 ",Springfield Arm,Pistol: Model P,9MM,2011-03-01 00:00:00+00,INTERSECTION,Blue Lick Rd / South Park Rd,Louisville,KY,40219,Black,M,44,Blue Lick Rd / South Park Rd Louisville KY 40219,1226289.25,227683.9375,-85.68948906,38.11634222,,LOJIC
80-16-092036,Stolen Property,"Pistol, Semi-automatic                                 ",Sig-sauer,,,2016-10-27 00:00:00+00,INTERSECTION,Blue Lick Rd / South Park Rd,Louisville,KY,40219,Null,,NULL,Blue Lick Rd / South Park Rd Louisville KY 40219,1226289.25,227683.9375,-85.68948906,38.11634222,,LOJIC
80-15-085416,Narcotics,"Rifle, Semi-automatic                                  ",,,,2015-10-22 00:00:00+00,INTERSECTION,Blue Lick Rd / South Park Rd,Louisville,KY,40219,White,M,23,Blue Lick Rd / South Park Rd Louisville KY 40219,1226289.25,227683.9375,-85.68948906,38.11634222,,LOJIC
80-15-085416,Narcotics,"Rifle, Semi-automatic                                  ",,,,2015-10-22 00:00:00+00,INTERSECTION,Blue Lick Rd / South Park Rd,Louisville,KY,40219,White,M,23,Blue Lick Rd / South Park Rd Louisville KY 40219,1226289.25,227683.9375,-85.68948906,38.11634222,,LOJIC
80-11-011162,Stolen Property,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 22/22c (4,40C,2011-02-14 00:00:00+00,INTERSECTION,Bluegrass Ave / Cliff Ave,Louisville,KY,40215,White,M,18,Bluegrass Ave / Cliff Ave Louisville KY 40215,1201542,251099.8125,-85.77684326,38.17954035,,LOJIC
80-16-082516,Intimidation,"Pistol, Semi-automatic                                 ",Hipoint,,9MM,2016-09-26 00:00:00+00,INTERSECTION,Bluegrass Ave / Malcolm Ave,Louisville,KY,40215,Black,M,20,Bluegrass Ave / Malcolm Ave Louisville KY 40215,1197581.5,251169.5625,-85.79062333,38.17955077,,LOJIC
80-16-090624,Fraud,"Shotgun, Pump Action                                   ",,Equilazer,12GA,2016-10-22 00:00:00+00,INTERSECTION,Bluegrass Ave / Manslick Rd,Louisville,KY,40215,White,M,35,Bluegrass Ave / Manslick Rd Louisville KY 40215,1195213.5,250985.3438,-85.79884927,38.17893592,,LOJIC
80-11-040695,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Titan Mfg. Corp,None,25C,2011-05-28 00:00:00+00,INTERSECTION,Bluegrass Ave / Manslick Rd,Louisville,KY,40215,Black,F,21,Bluegrass Ave / Manslick Rd Louisville KY 40215,1195213.5,250985.3438,-85.79884927,38.17893592,,LOJIC
80-11-040695,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Titan Mfg. Corp,None,25C,2011-05-28 00:00:00+00,INTERSECTION,Bluegrass Ave / Manslick Rd,Louisville,KY,40215,Black,F,21,Bluegrass Ave / Manslick Rd Louisville KY 40215,1195213.5,250985.3438,-85.79884927,38.17893592,,LOJIC
